"NUM_OC","FECHA_CIERRE_TAREA","TIPO_SLA","ANS2","mes"
"3025646",2021-04-20 13:18:23,"SLA8","Cumple",2021-04-01
"3025655",2021-04-20 14:17:10,"SLA8","Cumple",2021-04-01
"3025765",2021-04-20 15:35:24,"SLA8","Cumple",2021-04-01
"3025794",2021-04-20 16:15:03,"SLA8","Cumple",2021-04-01
"3025823",2021-04-21 09:33:53,"SLA8","Cumple",2021-04-01
"3026731",2021-04-21 12:22:22,"SLA8","Cumple",2021-04-01
"3026735",2021-04-21 11:25:55,"SLA8","Cumple",2021-04-01
"3026837",2021-04-21 12:44:32,"SLA8","Cumple",2021-04-01
"3027695",2021-04-23 18:54:50,"SLA8","Cumple",2021-04-01
"3027713",2021-04-23 18:53:19,"SLA8","Cumple",2021-04-01
"3028130",2021-04-22 11:00:32,"SLA8","Cumple",2021-04-01
"3028623",2021-04-22 13:40:52,"SLA8","Cumple",2021-04-01
"3028835",2021-04-22 16:51:09,"SLA8","Cumple",2021-04-01
"3028885",2021-04-22 15:45:20,"SLA8","Cumple",2021-04-01
"3030330",2021-04-23 16:36:58,"SLA8","Cumple",2021-04-01
"3030574",2021-04-23 16:09:25,"SLA8","Cumple",2021-04-01
"3030577",2021-04-23 16:10:42,"SLA8","Cumple",2021-04-01
"3030627",2021-04-23 17:32:52,"SLA8","Cumple",2021-04-01
"3030662",2021-04-23 17:02:12,"SLA8","Cumple",2021-04-01
"3030704",2021-04-23 20:12:27,"SLA8","Cumple",2021-04-01
